At_gene	NAME	GWEIGHT	s1	s3	s5	r1	r3	r5
AT2G32960	At2g32960	1.000000	-0.248565	-0.602415	1.165735	1.780823	2.204932	2.293449
AT5G13210	AT5g13210/T31B5_30	1.000000	2.488557	1.461292	3.590980	4.681735	4.464376	4.850395
AT5G24810	ABC1 family protein	1.000000	0.768957	0.177717	1.006451	1.089638	1.842348	1.531824
AT5G20910	E3 ubiquitin-protein ligase AIP2	1.000000	1.189159	0.207673	1.082328	1.388766	2.238553	1.795917
AT5G28237	Tryptophan synthase	1.000000	0.689391	-0.531449	0.914660	1.019523	1.699727	1.750080
AT3G14660	Cytochrome P450 72A13	1.000000	1.167816	0.698330	1.731188	1.815708	2.350250	1.900624
AT4G13190	Probable serine/threonine-protein kinase PBL24	1.000000	0.144559	-1.277935	1.174077	1.546677	2.493924	2.019709
AT1G31490	HXXXD-type acyl-transferase-like protein	1.000000	0.611474	-1.085507	1.204844	1.405378	2.146057	1.579790
AT5G50960	Cytosolic Fe-S cluster assembly factor NBP35	1.000000	0.852364	0.262915	0.954430	1.277073	1.523225	1.267113
AT3G24170	Glutathione reductase, cytosolic	1.000000	0.984739	0.436795	1.339688	1.520093	1.729209	1.289718
AT2G32190	Expressed protein	1.000000	1.996232	0.631022	2.392511	2.524860	2.951646	2.187620
AT5G14470	Probable glucuronokinase 2	1.000000	1.860191	0.991496	1.897930	2.086373	2.345239	1.923768
AT5G41150	Ultraviolet hypersensitive 1	1.000000	0.463143	-0.008138	1.358483	1.019908	1.596073	1.259007
AT1G08310	Alpha/beta-Hydrolases superfamily protein	1.000000	0.292930	-0.524585	1.524679	1.434288	2.084880	1.369983
AT3G13520	Arabinogalactan peptide 12	1.000000	0.541154	0.000297	1.437674	1.231880	1.446004	1.168775
AT3G27650	LBD25	1.000000	0.809389	-1.076358	-0.115731	2.401072	1.768096	1.914067
AT3G06778	Chaperone DnaJ-domain superfamily protein	1.000000	-0.533038	-1.958832	-1.249872	0.667100	1.133306	0.276860
AT1G78290	SRK2C	1.000000	0.561528	-0.200277	0.392133	1.287862	1.656080	1.247119
AT5G22630	Arogenate dehydratase	1.000000	1.298047	0.091889	1.053196	1.912294	2.123411	1.207013
AT1G77380	Amino acid permease 3	1.000000	1.439019	-0.267513	1.195645	2.705236	2.915780	1.708545
AT4G25410	Transcription factor bHLH126	1.000000	0.160064	-1.009435	0.119007	2.010505	2.201354	0.810742
AT1G76530	Protein PIN-LIKES 4	1.000000	1.769808	-0.204973	1.698373	4.133897	4.920620	2.986861
AT1G10700	Ribose-phosphate pyrophosphokinase 3, chloroplastic	1.000000	0.566581	0.075721	0.753676	1.397087	1.477969	1.009811
AT4G39230	NAD(P)H oxidoreductase, isoflavone reductase-like protein	1.000000	0.751540	0.315936	0.820618	1.479717	1.420065	1.110405
AT5G40370	Glutaredoxin-C2	1.000000	0.971714	0.280650	1.405917	2.343843	2.189684	1.793943
AT2G02060	Glycosyltransferase	1.000000	0.941993	-1.323093	0.881363	2.216417	2.359193	2.020205
AT5G26620	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G05858.1); Has 48 Blast hits to 48 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 0 (source: /.../BLink).	1.000000	0.081545	-1.757119	0.302132	2.366593	1.833988	1.433955
AT5G13380	Auxin-responsive GH3 family protein	1.000000	0.965225	-0.290412	0.792740	2.446843	2.063960	1.746343
AT2G18570	UDP-glycosyltransferase 72D1	1.000000	0.425230	-1.116160	0.315482	1.894344	1.962681	1.481900
AT4G19570	Chaperone DnaJ-domain containing protein	1.000000	0.752287	-1.502874	0.391455	2.534434	2.465759	2.249307
AT5G20190	Tetratricopeptide repeat domain-containing protein	1.000000	0.555442	-0.103908	0.444956	1.331343	1.421799	1.245298
AT1G72950	Similar to part of disease resistance protein RPP1-WsA	1.000000	1.445105	0.580317	1.179211	1.803384	1.982781	1.889761
AT5G53030	Putative uncharacterized protein	1.000000	2.082019	0.603533	1.914032	2.472876	2.385048	2.273879
AT5G37740	Calcium-dependent lipid-binding domain-containing protein	1.000000	1.404426	0.148595	0.867049	1.514548	1.462354	1.509823
AT5G37030	p-loop containing nucleoside triphosphate hydrolases superfamily protein	1.000000	1.633572	-0.811770	0.423934	2.039256	1.596185	1.846392
AT1G14540	Peroxidase	1.000000	2.408612	-0.576891	0.863914	3.110822	2.431768	2.488278
AT1G25220	Anthranilate synthase beta subunit 1	1.000000	1.068942	-0.161355	0.480370	1.390910	1.195199	0.978473
AT5G01500	Thylakoid ADP,ATP carrier protein, chloroplastic	1.000000	1.210460	-0.277394	0.894813	1.775724	1.220301	1.377185
AT4G13992	Cysteine/histidine-rich C1 domain-containing protein	1.000000	-0.908283	-2.327473	-1.450352	-0.650318	-1.159310	-0.952109
AT3G13100	ABC transporter C family member 7	1.000000	1.110078	-0.066946	0.811535	1.000851	1.164767	1.307472
AT1G61640	AarF domain-containing kinase	1.000000	1.198233	-0.542888	1.007952	1.046916	1.201894	1.114256
AT3G44190	At3g44190	1.000000	1.238808	0.184472	0.884221	0.894448	1.097584	1.019820
AT4G26420	Gibberellic acid methyltransferase 1	1.000000	0.903595	-1.741305	0.317397	1.469816	2.006492	1.344814
AT4G17615	calcineurin B-like protein 1	1.000000	1.828189	0.195124	1.451507	1.886004	2.333467	1.705825
AT1G69710	Regulator of chromosome condensation and FYVE zinc finger domain-containing protein	1.000000	2.529591	-1.279387	1.136462	2.852608	3.846325	2.418812
AT4G17710	Homeobox-leucine zipper protein HDG4	1.000000	1.649018	-0.656051	0.542568	1.484617	1.826815	1.596415
AT1G20780	SAUL1	1.000000	1.183149	0.434606	0.942548	1.046024	1.437101	1.045072
AT1G08250	Arogenate dehydratase/prephenate dehydratase 6, chloroplastic	1.000000	1.544190	0.159840	0.959220	1.167832	1.710094	1.171466
AT1G33020	Putative F-box protein At1g33020	1.000000	2.182896	-0.523928	1.187589	1.752043	2.292023	1.343814
AT5G37150	p-loop containing nucleoside triphosphate hydrolases superfamily protein	1.000000	2.195476	-0.859364	1.291098	1.965350	2.595555	1.643646
AT5G55200	GrpE protein homolog	1.000000	1.254725	0.183188	0.691991	1.193798	1.735262	1.065219
AT1G64065	Late embryogenesis abundant protein At1g64065	1.000000	2.840551	1.466283	2.173993	2.660597	3.621549	2.724386
AT5G20100	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G80180.1); Has 82 Blast hits to 82 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 82; Viruses - 0; Other Eukaryotes - 0 (source /.../ BLink).	1.000000	1.227746	-1.492993	-0.377839	0.149935	0.570983	1.150075
AT4G21480	STP12	1.000000	2.588704	-1.250086	-0.168973	0.178482	1.224310	1.829169
AT3G20530	Probable serine/threonine-protein kinase PBL23	1.000000	2.431621	-0.832737	0.258060	0.544809	1.096639	2.263154
AT1G30475	AT1G30475 protein	1.000000	1.429319	0.358414	0.560229	0.884086	1.034414	1.188744
AT5G21150	Protein argonaute 9	1.000000	2.663261	-0.293534	0.397698	1.648360	1.253650	1.983933
AT1G66360	Protein C2-DOMAIN ABA-RELATED 2	1.000000	2.953511	-0.876673	0.924520	1.509129	1.327447	2.165667
AT2G27880	Protein argonaute 5	1.000000	2.186649	0.456707	0.987519	1.060129	1.400911	1.375405
AT4G35420	Tetraketide alpha-pyrone reductase 1	1.000000	1.614971	-1.824758	-0.830184	-1.041577	-1.419799	2.174257
AT1G18410	P-loop containing nucleoside triphosphate hydrolases superfamily protein	1.000000	1.637171	-2.072717	-1.102872	-0.037100	-0.766168	1.554040
AT1G44830	Ethylene-responsive transcription factor ERF014	1.000000	1.722231	-1.674837	-0.756231	-0.505450	-0.804207	1.201947
AT1G19670	CORI1	1.000000	1.576838	-1.564475	-1.090387	0.468157	0.801574	0.575216
AT4G37910	Heat shock 70 kDa protein 9, mitochondrial	1.000000	1.190875	0.046674	0.082322	1.127038	1.051516	0.779538
AT1G72280	Like disulfide bond formation protein	1.000000	1.279981	0.531747	0.511880	1.158683	1.227484	1.064154
AT4G11070	Probable WRKY transcription factor 41	1.000000	2.755857	0.696044	1.669532	2.126874	2.245593	1.958007
AT2G46650	Cytochrome B5 isoform C	1.000000	2.029360	-0.481941	0.816315	1.253141	0.947415	1.011086
AT5G03630	Monodehydroascorbate reductase 2	1.000000	2.902296	0.438644	1.278571	2.421115	1.851187	1.920290
AT3G57640	At3g57640	1.000000	2.448611	-1.589090	-0.580952	1.917566	0.956951	1.007936
AT1G54330	NAC domain containing protein 20	1.000000	0.900200	-1.628104	-1.194024	1.242158	-0.167064	-0.422673
AT4G16750	Ethylene-responsive transcription factor ERF039	1.000000	1.942461	-0.327737	-1.225768	1.788603	1.029370	0.925585
AT1G09220	Pentatricopeptide repeat-containing protein At1g09220, mitochondrial	1.000000	1.386301	-1.375996	-1.703161	0.738107	0.088451	0.091362
AT3G27630	Cyclin-dependent protein kinase inhibitor SMR7	1.000000	3.133251	-1.031191	-1.129917	1.991882	0.334140	0.980554
AT4G32540	Flavin-binding monooxygenase family protein	1.000000	0.602689	-2.043383	-1.307401	0.365636	-0.476100	1.099120
AT3G62960	Glutaredoxin-C14	1.000000	0.322318	-2.937359	-0.968708	1.213653	-0.210803	1.655996
AT3G54640	Tryptophan synthase alpha chain, chloroplastic	1.000000	1.108054	-0.185953	0.542430	1.302340	0.581634	1.120190
AT5G09550	Guanosine nucleotide diphosphate dissociation inhibitor At5g09550	1.000000	1.117960	-2.180541	-0.966894	1.455620	0.769058	2.901492
AT3G44450	Protein BIC2	1.000000	0.056752	-2.276415	-1.536220	1.056898	0.705584	2.366280
AT5G38250	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.3	1.000000	1.386065	0.771647	0.967548	2.066042	1.152706	1.960189
AT4G03050	2-oxoglutarate-dependent dioxygenase AOP3	1.000000	-0.655749	-2.804762	-1.386616	1.033415	-0.775069	2.212308
AT5G06080	LOB domain-containing protein 33	1.000000	1.443349	0.437574	0.879409	2.837083	1.776284	2.870691
AT5G15140	Aldose 1-epimerase	1.000000	-0.394454	-1.612034	-1.616520	-0.455136	-1.839916	0.835497
AT4G03400	Indole-3-acetic acid-amido synthetase GH3.10	1.000000	-0.234264	-1.147973	-1.227745	-0.647731	-1.239673	0.581195
AT3G14950	TPR repeat-containing thioredoxin TTL2	1.000000	1.261711	-1.600406	-0.879307	0.862084	-0.715453	2.365368
AT1G15360	Ethylene-responsive transcription factor WIN1	1.000000	0.694339	-1.010898	-0.199819	1.037002	-0.632771	1.742245
AT4G02690	BAX inhibitor-1 motif-containing protein	1.000000	-0.187486	-1.079806	-0.381215	0.110021	-1.016041	1.231369
AT4G33040	Glutaredoxin-C6	1.000000	1.371043	0.561078	1.061920	1.214311	0.759760	1.932881
AT5G18735	Transmembrane protein	1.000000	-0.959180	-1.798965	-1.136613	-0.999927	-1.279795	-0.229718
AT4G28150	Putative uncharacterized protein At4g28150	1.000000	1.586438	0.076430	1.456238	2.343122	1.090435	2.643536
AT5G02440	At5g02440	1.000000	-1.152249	-2.070670	-1.165298	-0.763299	-1.779971	-0.301145
AT4G10650	DAR GTPase 2, mitochondrial	1.000000	-0.212958	-1.796525	-1.124936	0.371283	-1.421637	0.232618
AT1G51660	MKK4	1.000000	1.653946	0.635765	1.294081	2.115528	0.918343	2.028238
AT1G51620	Protein kinase, putative	1.000000	1.826689	-0.389477	-0.948731	2.578388	0.610848	1.894597
AT2G18880	VIN3-like protein 3	1.000000	1.332085	-0.395112	-0.654814	1.114976	-0.132793	1.157014
AT3G01870	F28J7.20 protein	1.000000	-0.930217	-1.218977	-1.683571	-0.633609	-1.239521	-0.090805
AT2G42200	Squamosa promoter-binding-like protein 9	1.000000	-0.423250	-1.074534	-1.265079	-0.206479	-1.053496	0.578660
AT5G19473	RPM1-interacting protein 4 (RIN4) family protein	1.000000	1.261919	-0.433636	-1.014942	2.155379	0.396587	3.092030
AT2G24700	B3 domain-containing protein REM10	1.000000	-0.538703	-1.621036	-2.214341	-0.261982	-1.592769	-0.084683
AT2G42270	DExH-box ATP-dependent RNA helicase DExH13	1.000000	0.980386	-0.860448	-1.452888	2.230104	-0.246591	2.095931
AT1G52810	2-oxoglutarate-dependent dioxygenase-related protein	1.000000	1.471130	1.373508	-0.087918	2.248791	0.436077	2.586545
AT5G05490	Sister chromatid cohesion 1 protein 1	1.000000	-0.225604	-1.317475	-2.779033	-0.230960	-1.810183	0.301027
AT2G24370	Adenine nucleotide alpha hydrolase domain-containing protein kinase	1.000000	1.852948	-0.574622	-2.016486	0.203129	-0.682142	2.653576
AT3G26470	Powdery mildew resistance protein, RPW8 domain-containing protein	1.000000	2.568463	0.912686	0.022987	1.758886	1.657861	2.829151
AT2G27010	Cytochrome P450, family 705, subfamily A, polypeptide 9	1.000000	-0.317535	-2.487290	-4.050333	-0.410476	-1.239211	1.268032
AT5G03820	GDSL-like Lipase/Acylhydrolase family protein	1.000000	0.689817	-0.159397	0.176956	-1.122321	1.046614	1.021554
AT5G37060	Cation/H(+) antiporter 24	1.000000	0.492675	-1.063533	-1.038336	-2.119047	1.024831	0.225075
AT2G38150	Alpha 1,4-glycosyltransferase family protein	1.000000	0.394876	-1.366611	-1.229521	-2.232036	0.745839	0.775661
AT1G52770	At1g52770	1.000000	1.269240	-0.103485	0.435053	-0.601003	1.314857	1.192202
AT4G33170	Pentatricopeptide repeat-containing protein At4g33170	1.000000	0.196924	-1.182963	-1.204525	-1.381535	-0.208285	-0.296925
AT3G19710	Methionine aminotransferase BCAT4	1.000000	-0.051572	-3.114028	-3.152526	-3.522933	-1.762620	-1.049131
AT5G23810	Probable amino acid permease 7	1.000000	1.910813	0.000616	0.387776	-0.188720	1.411339	1.718889
AT4G04540	Putative cysteine-rich receptor-like protein kinase 39	1.000000	2.250721	1.748228	1.194022	1.583759	1.985044	2.054208
AT1G65140	Ubiquitin carboxyl-terminal hydrolase family protein	1.000000	2.653526	0.759509	-1.331534	0.668868	1.999600	1.918095
AT5G25470	B3 domain-containing protein At5g25470	1.000000	2.288162	0.091567	-0.505931	1.194217	1.419722	1.445925
AT3G30842	ABC transporter G family member 38	1.000000	1.039225	-1.235705	-1.388554	-0.256698	0.164038	0.627799
AT3G27060	TSO2	1.000000	1.173579	-0.181433	-1.033367	0.389339	1.114008	0.606178
AT1G02065	SPL8	1.000000	2.004480	-0.942145	-2.376801	0.799537	1.962134	2.196659
AT5G11320	YUC4	1.000000	0.366716	-1.572516	-2.765164	1.067999	2.102628	1.783858
AT3G18010	WUSCHEL-related homeobox 1	1.000000	0.110685	-0.765632	-1.356538	0.658341	1.332221	1.087993
AT5G44630	Alpha-barbatene synthase	1.000000	1.668949	-0.579058	-0.638638	1.469945	3.979679	4.621033
AT3G49030	Putative F-box/FBD/LRR-repeat protein At3g49030	1.000000	-0.207066	-1.801427	-1.243095	-0.536256	0.676575	1.251475
AT3G08950	Protein SCO1 homolog 1, mitochondrial	1.000000	1.380184	0.512075	0.748632	1.325975	1.474625	1.458178
AT4G31660	B3 domain-containing protein REM7	1.000000	0.021095	-1.715219	-1.139264	0.306861	1.232714	1.315463
AT2G44930	Expressed protein	1.000000	-0.151248	-2.174256	-1.881804	0.123041	0.483904	1.112874
AT3G21380	Jacalin-related lectin 36	1.000000	0.450936	-1.815369	-1.247133	0.551254	1.142869	1.694371
AT1G62450	Immunoglobulin E-set superfamily protein	1.000000	0.381800	-1.744713	-1.044944	-0.519869	1.116933	1.050964
AT1G11490	C2H2 type zinc finger protein	1.000000	1.111331	-0.757373	-0.102415	0.483556	1.626836	1.249805
AT2G46495	Putative RING-H2 finger protein ATL21A	1.000000	1.259863	-1.165746	-1.633374	-0.564252	1.883023	0.707225
AT5G61490	Putative uncharacterized protein	1.000000	2.225857	0.346164	0.581301	1.589283	3.023714	2.174580
AT3G02980	Histone acetyltransferase MCC1	1.000000	0.500877	-1.254353	-1.360607	0.171249	1.882758	0.181590
AT3G59790	Mitogen-activated protein kinase 10	1.000000	0.116978	-1.328737	-1.171980	-0.893439	1.281082	0.448438
AT1G35330	RING/U-box superfamily protein	1.000000	1.912341	-1.285426	-0.098007	-0.456505	2.869956	1.446205
AT1G34580	Sugar transport protein 5	1.000000	-0.781229	-1.266820	-3.017748	-2.010156	0.274365	-0.288579
AT5G65800	ETO2	1.000000	0.809159	-0.604656	-2.469389	-1.133948	3.036039	1.274286
AT2G21220	Putative auxin-regulated protein	1.000000	0.027805	-1.150980	-1.666885	-1.137255	0.483719	0.396004
AT3G57630	At3g57630	1.000000	1.043404	0.556519	0.174353	0.480287	1.526944	1.822853
AT5G06990	Expressed protein	1.000000	-0.132943	-0.664694	-1.615418	-0.720929	1.024031	1.099629
AT3G12890	ASML2	1.000000	-0.278655	-0.766045	-0.180764	-1.136370	1.322726	1.733533
AT4G26170	Protein EFFECTOR OF TRANSCRIPTION 1	1.000000	-0.276223	-1.054924	-0.748451	-1.532473	-0.011206	2.048268
AT3G02100	UDP-glycosyltransferase 83A1	1.000000	0.168750	-1.101147	-0.820572	-2.254875	0.466247	2.106462
AT3G61250	Transcription factor MYB41	1.000000	0.019078	-1.363368	-1.133040	-1.518312	-0.061351	0.590705
AT2G45580	Cytochrome P450 76C3	1.000000	-0.449504	-1.810782	-1.702063	-2.085907	-0.294038	0.374330
AT3G57140	Triacylglycerol lipase SDP1L	1.000000	1.563990	0.614970	0.973160	1.013715	1.763137	2.282149
AT4G11890	Protein kinase family protein	1.000000	1.192433	-0.217666	0.817896	0.566595	1.432299	3.470124
AT3G15170	CUC1	1.000000	-0.654777	-1.078241	-0.254301	-1.084468	0.215378	1.921249
AT1G63360	Probable disease resistance protein At1g63360	1.000000	-1.052314	-1.003739	-0.342256	-1.164974	-0.056192	1.928439
AT5G38150	PMI15	1.000000	-1.265504	-1.128202	-0.676712	-1.171875	-0.130572	3.069079
AT4G01500	NGA4	1.000000	-0.273835	-2.238915	-1.201762	0.109390	0.551358	3.031578
AT5G17000	AT5g16970/F2K13_120	1.000000	1.220707	0.595396	0.903583	1.563995	1.535226	2.575624
AT1G71390	receptor like protein 11	1.000000	1.252361	-0.038824	0.706982	1.076195	1.528797	2.831713
ATCG00600	Cytochrome b6-f complex subunit 5	1.000000	-0.081946	-1.481115	-1.348696	0.087115	0.618561	3.664598
AT5G08070	Transcription factor TCP17	1.000000	-0.239507	-1.849648	-2.051882	0.083266	0.558953	1.890074
AT1G43780	Serine carboxypeptidase-like 44	1.000000	-1.110726	-1.955298	-1.949643	-0.601896	-0.168574	0.917174
AT1G69180	Protein CRABS CLAW	1.000000	0.495787	-1.552758	-1.554343	0.113671	0.518795	2.332082
AT1G01680	U-box domain-containing protein 54	1.000000	1.198054	0.902547	0.644196	1.956720	2.404425	4.038526
AT3G06100	Probable aquaporin NIP7-1	1.000000	0.380558	-0.050361	-0.474085	1.351402	1.619690	3.790891
AT1G77640	Ethylene-responsive transcription factor ERF013	1.000000	-1.023955	-1.123654	-1.085739	0.243018	0.934597	2.303503
AT3G17760	Glutamate decarboxylase 5	1.000000	-0.636728	-0.905994	-1.216067	0.315237	1.381839	2.466532
AT3G11090	LOB domain-containing protein 21	1.000000	-0.562483	-0.855866	-1.295617	0.323275	1.446844	2.258066
AT4G36570	RAD-like 3	1.000000	-1.261650	-2.048381	-2.629818	-1.083487	0.487610	2.123268
AT1G07880	Mitogen-activated protein kinase 13	1.000000	-0.182153	-0.523743	-1.063898	0.186756	1.729227	2.595971
AT5G01700	Probable protein phosphatase 2C 65	1.000000	-0.601776	-1.228430	-1.152658	-0.332466	1.037108	1.499895
AT5G26690	Heavy metal-associated isoprenylated plant protein 2	1.000000	1.205190	0.257000	0.073706	0.366636	1.202221	3.112663
AT2G29125	DVL13	1.000000	-1.189107	-2.052428	-2.567315	-2.265869	-1.609691	0.653592
AT5G43080	Putative cyclin-A3-1	1.000000	-0.598113	-1.008789	-1.549921	-1.015878	-0.843392	0.206574
AT2G46050	Pentatricopeptide repeat-containing protein At2g46050, mitochondrial	1.000000	-1.169419	-1.709727	-1.938621	-1.546877	-0.935646	-0.236520
AT3G46520	Actin-12	1.000000	-0.910995	-1.198071	-1.865958	-1.231118	0.553119	1.451397
ATCG00080	Photosystem II reaction center protein I	1.000000	-0.560992	-1.076618	-1.775908	-0.647667	1.075228	3.937299
AT1G05230	Homeobox-leucine zipper protein HDG2	1.000000	-0.699405	0.052548	-1.658958	-0.603174	1.160158	3.132725
ATCG00440	NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic	1.000000	-0.637517	0.089406	-2.351690	-0.947502	1.340710	4.715897
AT4G31000	Calmodulin-binding protein 60 F	1.000000	1.328395	0.545743	1.372322	1.466850	2.256029	2.616059
AT5G13320	Auxin-responsive GH3 family protein	1.000000	1.462317	-0.090722	1.711598	1.687053	2.600392	3.646291
AT5G16990	NADP-dependent alkenal double bond reductase P2	1.000000	0.837427	0.558870	0.977141	1.231486	1.816657	2.291375
AT5G41310	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain	1.000000	0.008500	-1.440356	0.167229	-0.601137	1.800439	1.746158
AT1G67800	Copine (Calcium-dependent phospholipid-binding protein) family protein	1.000000	1.125590	0.417854	1.344505	0.969997	2.147182	2.164445
AT1G49450	F13F21.11 protein	1.000000	2.136084	0.417516	2.334547	1.237311	2.562390	2.819222
AT1G12600	UDP-galactose/UDP-glucose transporter 4	1.000000	1.750982	-0.294314	1.740798	1.022197	1.973403	2.943638
AT5G05630	Polyamine transporter RMV1	1.000000	1.271270	-0.785908	0.459456	-0.254830	1.556306	1.587022
AT1G52880	NARS2	1.000000	0.524684	0.537097	1.073303	1.185806	0.781870	1.287405
AT2G04750	Fimbrin-4	1.000000	-1.682091	-1.453120	0.272660	1.660620	-0.459332	2.329228
AT1G64950	Cytochrome P450, family 89, subfamily A, polypeptide 5	1.000000	1.357328	1.288000	1.841774	2.131316	1.373954	2.238507
AT2G40520	Nucleotidyltransferase family protein	1.000000	-0.267958	-0.264593	1.587066	2.568871	0.178929	2.314351
