Gene.ID	Root.1.hr.log2FoldChange	padj	Bnapus_gene_name	Bnapus_gene_symbol	Bnapus_position	Bnapus_description	Athaliana_gene	Athaliana_gene_symbol	Athaliana_position	Athaliana_description	pident	evalue	bitscore	top2_bitscore_diff	GO_id	INTERPRO_id
GSBRNA2T00032064001	1.304157353	0.00504511	CDY10240	BnaC05g04830D	supercontig:AST_PRJEB5043_v1:LK032001:717688:720118:-1	BnaC05g04830D protein	AT1G07000	ATEXO70B2	chromosome:TAIR10:1:2150158:2152541:-1	EXO70B2	86.396	0	1953	1814	GO:0000145;GO:0006887	IPR004140;IPR016159
GSBRNA2T00032067001	2.490221178	4.49e-06	CDY10243	BnaC05g04860D	supercontig:AST_PRJEB5043_v1:LK032001:726220:728583:-1	BnaC05g04860D protein	AT1G07040	NA	chromosome:TAIR10:1:2160919:2163387:-1	At1g07040	88.34	0	1140	NA	NA	IPR009770
GSBRNA2T00032078001	4.947067249	0.002897943	CDY10252	BnaC05g04950D	supercontig:AST_PRJEB5043_v1:LK032001:784674:786065:-1	BnaC05g04950D protein	AT1G07150	MAPKKK13	chromosome:TAIR10:1:2193941:2195798:-1	F10K1.14 protein	78.483	0	846	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR017441;IPR020635
GSBRNA2T00032079001	3.723538322	0.001966653	CDY10253	BnaC05g04960D	supercontig:AST_PRJEB5043_v1:LK032001:788799:790413:-1	BnaC05g04960D protein	AT1G07160	NA	chromosome:TAIR10:1:2197854:2199773:-1	Probable protein phosphatase 2C 2	86.761	0	1013	NA	GO:0003824;GO:0004722;GO:0006470	IPR000222;IPR001932;IPR015655
GSBRNA2T00032082001	4.915704698	1.54e-05	CDY10256	BnaC05g04990D	supercontig:AST_PRJEB5043_v1:LK032001:795348:797718:1	BnaC05g04990D protein	AT1G07180	NDA1	chromosome:TAIR10:1:2204104:2207099:1	Internal alternative NAD(P)H-ubiquinone oxidoreductase A1, mitochondrial	87.297	0	1742	657	GO:0016491;GO:0055114	IPR013027;IPR023753
GSBRNA2T00032087001	1.107990776	0.012160654	CDY10261	BnaC05g05040D	supercontig:AST_PRJEB5043_v1:LK032001:813360:814793:1	Glycosyltransferase	AT1G07240	UGT71C5	chromosome:TAIR10:1:2223625:2225524:1	UDP-glycosyltransferase 71C5	84.334	0	1399	NA	GO:0008152	IPR002213
GSBRNA2T00032089001	-1.486840124	0.030105367	CDY10262	BnaC05g05050D	supercontig:AST_PRJEB5043_v1:LK032001:815587:816490:-1	BnaC05g05050D protein	AT1G07260	UGT71C3	chromosome:TAIR10:1:2227594:2229357:-1	Glycosyltransferase	81.467	1.06e-172	606	NA	GO:0008152	IPR002213
GSBRNA2T00032096001	-1.080608377	0.029717642	CDY10268	BnaC05g05110D	supercontig:AST_PRJEB5043_v1:LK032001:844554:845750:1	BnaC05g05110D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003735;GO:0005840;GO:0006412	IPR002136;IPR013005;IPR023574
GSBRNA2T00032098001	1.59741542	0.004219899	CDY10270	BnaC05g05130D	supercontig:AST_PRJEB5043_v1:LK032001:849812:852004:-1	BnaC05g05130D protein	AT1G07350	SR45A	chromosome:TAIR10:1:2257394:2260187:-1	Serine/arginine-rich splicing factor SR45a	84.211	0	1020	NA	GO:0000166;GO:0003676	IPR000504;IPR012677
GSBRNA2T00032233001	2.143744642	0.000374697	CDY10346	BnaC05g29330D	supercontig:AST_PRJEB5043_v1:LK032002:805316:806238:-1	Auxin-responsive protein	AT3G23030	IAA2	chromosome:TAIR10:3:8180702:8181853:-1	Indole-3-acetic acid inducible 2	86.604	2.36e-162	571	160	GO:0005634;GO:0046983	IPR003311;IPR011525
GSBRNA2T00032261001	2.314191877	0.003553559	CDY10361	BnaCnng02620D	supercontig:AST_PRJEB5043_v1:LK032003:38221:40385:1	BnaCnng02620D protein	AT5G03720	HSFA3	chromosome:TAIR10:5:971786:974178:-1	HSFA3	82.939	0	1050	956.5	GO:0003700;GO:0005634;GO:0043565	IPR000232;IPR011991
GSBRNA2T00032269001	-2.076019785	0.007570384	CDY10368	BnaCnng02690D	supercontig:AST_PRJEB5043_v1:LK032003:90933:94121:-1	BnaCnng02690D protein	AT5G03640	NA	chromosome:TAIR10:5:927821:930823:1	Protein kinase family protein	84.955	0	2287	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR020635
GSBRNA2T00032285001	2.93362138	9.11e-05	CDY10382	BnaCnng02830D	supercontig:AST_PRJEB5043_v1:LK032003:155115:156289:1	BnaCnng02830D protein	AT5G03380	HIPP06	chromosome:TAIR10:5:832104:834289:-1	Heavy metal-associated isoprenylated plant protein 6	80.453	2.48e-64	246	NA	GO:0030001;GO:0046872	IPR006121
GSBRNA2T00032297001	2.689772619	0.013706881	CDY10390	BnaCnng02910D	supercontig:AST_PRJEB5043_v1:LK032003:215697:216002:-1	BnaCnng02910D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00032324001	-1.273409827	0.002279517	CDY10410	BnaCnng03110D	supercontig:AST_PRJEB5043_v1:LK032003:324403:326658:1	BnaCnng03110D protein	AT5G03040	iqd2	chromosome:TAIR10:5:709948:713133:-1	AT5g03040/F15A17_70	84.964	0	817	353	GO:0005515	IPR000048;IPR025064
GSBRNA2T00032336001	-0.961964788	0.008877798	CDY10418	BnaCnng03190D	supercontig:AST_PRJEB5043_v1:LK032003:380274:381988:-1	BnaCnng03190D protein	AT5G02870	RPL4D	chromosome:TAIR10:5:657675:659800:1	60S ribosomal protein L4-2	88.062	0	1450	144	GO:0003735;GO:0005840;GO:0006412	IPR002136;IPR013000;IPR023574;IPR025755
GSBRNA2T00032379001	1.279160351	0.045989725	CDY10453	BnaCnng03540D	supercontig:AST_PRJEB5043_v1:LK032003:601586:603411:1	BnaCnng03540D protein	AT5G02290	PBL11	chromosome:TAIR10:5:470182:472774:-1	Probable serine/threonine-protein kinase PBL11	89.456	0	1476	1339	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR001245;IPR002290;IPR008271;IPR011009;IPR017441;IPR020635
GSBRNA2T00032386001	2.176866668	2.44e-07	CDY10459	BnaCnng03600D	supercontig:AST_PRJEB5043_v1:LK032003:623532:625633:-1	BnaCnng03600D protein	AT5G02230	NA	chromosome:TAIR10:5:448092:450737:1	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	90.154	0	1098	NA	GO:0016787	IPR006402;IPR010237;IPR023214
GSBRNA2T00032392001	-2.417957947	0.003860915	CDY10464	BnaCnng03650D	supercontig:AST_PRJEB5043_v1:LK032003:651360:652414:-1	BnaCnng03650D protein	AT5G02160	NA	chromosome:TAIR10:5:426226:427461:1	AT5g02160	85.533	2.44e-111	401	NA	GO:0031072;GO:0051082	IPR001305
GSBRNA2T00032404001	3.80824196	0.012682009	CDY10474	BnaCnng03750D	supercontig:AST_PRJEB5043_v1:LK032003:700636:701229:-1	BnaCnng03750D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00032407001	2.310675439	0.000627921	CDY10475	BnaCnng03760D	supercontig:AST_PRJEB5043_v1:LK032003:711734:713685:1	BnaCnng03760D protein	AT5G02020	SIS	chromosome:TAIR10:5:386082:388123:-1	AT5g02020/T7H20_70	79.274	4.75e-74	278	NA	NA	NA
GSBRNA2T00032414001	3.071313189	2.44e-07	CDY10480	BnaCnng03810D	supercontig:AST_PRJEB5043_v1:LK032003:764195:767378:-1	BnaCnng03810D protein	AT5G01100	NA	chromosome:TAIR10:5:34538:37999:-1	At5g01100	85.613	0	1895	NA	NA	IPR019378
GSBRNA2T00032418001	-1.466990548	0.052590074	CDY10484	BnaCnng03850D	supercontig:AST_PRJEB5043_v1:LK032003:783490:785124:1	BnaCnng03850D protein	AT5G01170	NA	chromosome:TAIR10:5:58011:60136:1	At5g01170	77.438	4.95e-94	346	248.9	NA	IPR008004
GSBRNA2T00032428001	-1.253707081	0.03300707	CDY10492	BnaCnng03930D	supercontig:AST_PRJEB5043_v1:LK032003:812615:815533:1	BnaCnng03930D protein	AT5G01310	APTX	chromosome:TAIR10:5:126204:129150:1	APRATAXIN-like	84.597	0	1995	NA	GO:0003824	IPR001310;IPR002589;IPR011146;IPR019808
GSBRNA2T00032432001	3.022925083	5.41e-07	CDY10495	BnaCnng03960D	supercontig:AST_PRJEB5043_v1:LK032003:817415:819604:-1	BnaCnng03960D protein	AT5G01330	PDC3	chromosome:TAIR10:5:132264:134920:-1	Pyruvate decarboxylase 3	85.251	0	1740	13	GO:0000287;GO:0003824;GO:0030976	IPR000399;IPR011766;IPR012000;IPR012001;IPR012110
GSBRNA2T00032481001	2.969235076	5.78e-06	CDY10528	BnaC03g70860D	supercontig:AST_PRJEB5043_v1:LK032004:151760:154983:-1	Uridine kinase	AT1G55810	UKL3	chromosome:TAIR10:1:20860507:20864266:1	uridine kinase-like 3	89.861	0	1635	838	GO:0004849;GO:0005524;GO:0008152;GO:0016301	IPR000764;IPR006083;IPR026008
GSBRNA2T00032490001	-2.310653783	0.000744365	CDY10536	BnaC03g70780D	supercontig:AST_PRJEB5043_v1:LK032004:182831:184100:-1	BnaC03g70780D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR008406
GSBRNA2T00032493001	2.119810501	0.004141968	CDY10537	BnaC03g70770D	supercontig:AST_PRJEB5043_v1:LK032004:205755:207188:1	BnaC03g70770D protein	AT1G55740	RFS1	chromosome:TAIR10:1:20835256:20838778:-1	Probable galactinol--sucrose galactosyltransferase 1	87.147	0	876	NA	GO:0003824	IPR008811;IPR013785;IPR017853
GSBRNA2T00032494001	2.395312359	0.001759247	CDY10538	BnaC03g70760D	supercontig:AST_PRJEB5043_v1:LK032004:207292:209043:1	BnaC03g70760D protein	AT1G55740	RFS1	chromosome:TAIR10:1:20835256:20838778:-1	Probable galactinol--sucrose galactosyltransferase 1	90.124	0	1672	NA	GO:0003824	IPR008811;IPR013785;IPR017853
GSBRNA2T00032502001	-2.559684643	0.0015542	CDY10544	BnaC03g70700D	supercontig:AST_PRJEB5043_v1:LK032004:246159:247018:1	BnaC03g70700D protein	AT1G55670	PSAG	chromosome:TAIR10:1:20802670:20803449:-1	Photosystem I reaction center subunit V, chloroplastic	86.299	6.25e-148	523	118	GO:0009522;GO:0015979;GO:0016020;GO:0016168	IPR000549;IPR017494;IPR023618
GSBRNA2T00032503001	-0.843200834	0.045790279	CDY10545	BnaC03g70690D	supercontig:AST_PRJEB5043_v1:LK032004:249066:250058:1	Nucleoside diphosphate kinase	NA	NA	NA	NA	NA	NA	NA	NA	GO:0004550;GO:0005524;GO:0006165;GO:0006183;GO:0006228;GO:0006241	IPR001564;IPR023005
GSBRNA2T00032516001	2.250553525	0.000828598	CDY10556	BnaC03g70580D	supercontig:AST_PRJEB5043_v1:LK032004:331742:333995:-1	BnaC03g70580D protein	AT1G55510	BCDH BETA1	chromosome:TAIR10:1:20723279:20725747:1	2-oxoisovalerate dehydrogenase subunit beta 1, mitochondrial	92.473	0	1330	NA	GO:0003824;GO:0008152	IPR005475;IPR005476;IPR009014;IPR015941
GSBRNA2T00032517001	-1.208567818	0.002060779	CDY10557	BnaC03g70570D	supercontig:AST_PRJEB5043_v1:LK032004:338178:342797:1	BnaC03g70570D protein	AT1G55490	CPN60B1	chromosome:TAIR10:1:20715563:20719261:-1	Chaperonin 60 subunit beta 1, chloroplastic	90.569	0	2370	362	GO:0005524;GO:0005737;GO:0006457;GO:0042026;GO:0044267	IPR001844;IPR002423;IPR018370
GSBRNA2T00032666001	2.472451527	4.95e-11	CDY25453	BnaC09g39680D	supercontig:AST_PRJEB5043_v1:LK032175:363902:366280:-1	Glutamate dehydrogenase	AT5G18170	GDH1	chromosome:TAIR10:5:6006035:6008726:1	Glutamate dehydrogenase	90.696	0	1646	423	GO:0000166;GO:0006520;GO:0016491;GO:0055114	IPR006095;IPR006096;IPR006097;IPR014362;IPR016040
GSBRNA2T00032688001	0.916356988	0.033951383	CDY25471	BnaC09g39860D	supercontig:AST_PRJEB5043_v1:LK032175:412578:415369:-1	BnaC09g39860D protein	AT5G17990	PAT1	chromosome:TAIR10:5:5957080:5960201:1	Anthranilate phosphoribosyltransferase, chloroplastic	86.672	0	1441	NA	GO:0000162;GO:0004048;GO:0008152	IPR000312;IPR005940;IPR017459
GSBRNA2T00032689001	2.868585407	5.81e-06	CDY25472	BnaC09g39870D	supercontig:AST_PRJEB5043_v1:LK032175:415849:419161:-1	BnaC09g39870D protein	AT5G17980	NA	chromosome:TAIR10:5:5953170:5956855:1	C2 calcium/lipid-binding and phosphoribosyltransferase C-terminal domain-containing protein	86.346	0	2760	NA	GO:0005515	IPR000008;IPR008973;IPR013583;IPR018029
GSBRNA2T00032731001	1.663307313	0.00289891	CDY25498	BnaC09g11230D	supercontig:AST_PRJEB5043_v1:LK032176:100260:107716:1	BnaC09g11230D protein	AT1G63440	HMA5	chromosome:TAIR10:1:23527570:23531226:1	HMA5	90.629	0	2320	NA	GO:0000166;GO:0005507;GO:0006812;GO:0006825;GO:0016021;GO:0019829;GO:0030001;GO:0043682;GO:0046872	IPR001757;IPR006121;IPR006122;IPR008250;IPR017969;IPR018303;IPR023214;IPR023299;IPR027183;IPR027256
GSBRNA2T00032745001	-3.350602809	0.032182007	CDY25506	BnaC09g11310D	supercontig:AST_PRJEB5043_v1:LK032176:151384:152658:1	BnaC09g11310D protein	AT1G63550	CRRSP9	chromosome:TAIR10:1:23569538:23571107:1	Cysteine-rich repeat secretory protein 9	80.547	0	736	NA	NA	IPR002902
GSBRNA2T00032767001	2.475001834	0.000146712	CDY25523	BnaC09g11480D	supercontig:AST_PRJEB5043_v1:LK032176:305484:307288:-1	BnaC09g11480D protein	AT1G63720	NA	chromosome:TAIR10:1:23635745:23637577:-1	At1g63720/F24D7_9	78.095	7.02e-111	401	NA	NA	NA
GSBRNA2T00032772001	2.346159679	0.004848143	CDY25528	BnaC09g11530D	supercontig:AST_PRJEB5043_v1:LK032176:324981:328645:1	BnaC09g11530D protein	AT1G63730	NA	chromosome:TAIR10:1:23641770:23645132:1	Putative disease resistance protein; 27010-23648	80.33	0	1873	122	GO:0000166;GO:0005515;GO:0006952;GO:0007165;GO:0017111;GO:0043531	IPR000157;IPR000767;IPR002182;IPR003593;IPR011713
GSBRNA2T00032822001	2.363797529	0.001119651	CDY25563	BnaC09g11880D	supercontig:AST_PRJEB5043_v1:LK032176:544609:545157:1	Dirigent protein	AT1G64160	DIR5	chromosome:TAIR10:1:23813943:23814839:1	Dirigent protein 5	90.346	0	721	NA	NA	IPR004265
GSBRNA2T00032914001	-2.887517679	0.000961946	CDY25630	BnaA04g13220D	supercontig:AST_PRJEB5043_v1:LK032177:421781:423292:1	BnaA04g13220D protein	AT2G22770	NAI1	chromosome:TAIR10:2:9684562:9686613:1	NAI1	84.248	0	931	NA	GO:0046983	IPR011598
GSBRNA2T00032919001	-1.471701008	0.002840378	CDY25634	BnaA04g13260D	supercontig:AST_PRJEB5043_v1:LK032177:447524:449836:-1	BnaA04g13260D protein	AT2G22795	NA	chromosome:TAIR10:2:9697131:9699944:-1	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37820.1); Has 799854 Blast hits to 188815 proteins in 4452 species: Archae - 4529; Bacteria - 144236; Metazoa - 287749; Fungi - 87083; Plants - 43826; Viruses - 3 /.../ther Eukaryotes - 228769 (source: NCBI BLink).	74.725	2.41e-32	141	NA	NA	NA
GSBRNA2T00032929001	5.499785536	0.001675293	CDY25639	BnaA04g13310D	supercontig:AST_PRJEB5043_v1:LK032177:522739:524572:-1	BnaA04g13310D protein	AT2G22810	ACS4	chromosome:TAIR10:2:9717602:9719594:-1	1-aminocyclopropane-1-carboxylate synthase 4	89.263	0	1784	NA	GO:0003824;GO:0009058;GO:0030170	IPR004838;IPR004839;IPR015421;IPR015422;IPR015424
GSBRNA2T00032931001	7.147415432	4.27e-05	CDY25641	BnaA04g13330D	supercontig:AST_PRJEB5043_v1:LK032177:539789:540452:1	BnaA04g13330D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576;GO:0008083;GO:0008283	IPR009438
GSBRNA2T00032934001	-5.710566008	0.004882204	CDY25643	BnaA04g13350D	supercontig:AST_PRJEB5043_v1:LK032177:551136:552446:-1	BnaA04g13350D protein	AT4G15400	NA	chromosome:TAIR10:4:8811917:8813593:-1	At4g15400	76.982	0	704	NA	NA	IPR003480;IPR023213
GSBRNA2T00032943001	-3.030355496	1.12e-05	CDY25648	BnaA04g13400D	supercontig:AST_PRJEB5043_v1:LK032177:580460:581767:-1	BnaA04g13400D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR003480;IPR023213
GSBRNA2T00032967001	-2.802001537	0.038937356	CDY25659	BnaC05g25380D	supercontig:AST_PRJEB5043_v1:LK032178:151978:153237:-1	BnaC05g25380D protein	AT1G46480	WOX4	chromosome:TAIR10:1:17236524:17238185:-1	WUSCHEL-related homeobox 4	83.075	0	671	NA	GO:0003677;GO:0003700;GO:0043565	IPR001356;IPR009057
GSBRNA2T00033027001	-1.436757579	0.011789776	CDY25686	BnaC03g69890D	supercontig:AST_PRJEB5043_v1:LK032179:45607:49377:-1	BnaC03g69890D protein	AT1G53730	SRF6	chromosome:TAIR10:1:20061482:20065713:1	STRUBBELIG-receptor family 6	87.535	0	2464	1065	GO:0004672;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR003591;IPR011009;IPR013210;IPR013320;IPR017441;IPR020635
GSBRNA2T00033048001	3.121762124	0.000415369	CDY25700	BnaC03g69750D	supercontig:AST_PRJEB5043_v1:LK032179:175963:176670:-1	BnaC03g69750D protein	AT1G62840	NA	chromosome:TAIR10:1:23271416:23272578:1	At1g62840	86.451	0	734	NA	NA	IPR009902
GSBRNA2T00033058001	2.710635319	0.00574445	CDY25709	BnaC03g69660D	supercontig:AST_PRJEB5043_v1:LK032179:214868:217415:-1	BnaC03g69660D protein	AT1G53490	HEI10	chromosome:TAIR10:1:19963267:19966952:1	E3 ubiquitin-protein ligase CCNB1IP1 homolog	91.566	0	1254	NA	NA	IPR013083
GSBRNA2T00033087001	-0.922120999	0.031348881	CDY25725	BnaC03g69500D	supercontig:AST_PRJEB5043_v1:LK032179:414742:417915:-1	BnaC03g69500D protein	AT1G53210	NCL	chromosome:TAIR10:1:19844450:19847856:1	Sodium/calcium exchanger NCL	88.889	0	2150	NA	GO:0005509;GO:0016021;GO:0055085	IPR002048;IPR004837;IPR011992;IPR018247
GSBRNA2T00033114001	-2.271239126	0.031617228	CDY25737	BnaC03g69380D	supercontig:AST_PRJEB5043_v1:LK032179:570248:572104:1	BnaC03g69380D protein	AT1G53100	NA	chromosome:TAIR10:1:19786900:19789029:-1	At1g53100	83.673	0	870	NA	GO:0008375;GO:0016020	IPR003406
GSBRNA2T00033135001	1.507690454	0.001596619	CDY25750	BnaA07g10320D	supercontig:AST_PRJEB5043_v1:LK032180:80492:82794:-1	BnaA07g10320D protein	AT1G22710	SUC2	chromosome:TAIR10:1:8030587:8033156:-1	Sucrose transport protein SUC2	89.091	0	1910	1239	GO:0005887;GO:0008515;GO:0015770;GO:0016021;GO:0022857;GO:0055085	IPR005828;IPR005989;IPR016196
GSBRNA2T00033138001	3.692131879	0.000176607	CDY25752	BnaA07g10300D	supercontig:AST_PRJEB5043_v1:LK032180:104203:106278:-1	BnaA07g10300D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003677	IPR003441
GSBRNA2T00033141001	5.681966749	0.009976558	CDY25755	BnaA07g10270D	supercontig:AST_PRJEB5043_v1:LK032180:113711:114166:-1	BnaA07g10270D protein	AT1G74930	ERF018	chromosome:TAIR10:1:28143851:28145058:1	Ethylene-responsive transcription factor ERF018	83.077	1.98e-08	60.2	NA	GO:0003677;GO:0003700	IPR001471;IPR016177
GSBRNA2T00033160001	1.475724868	0.026014671	CDY25767	BnaA07g10150D	supercontig:AST_PRJEB5043_v1:LK032180:197716:200602:-1	Auxin efflux carrier component	AT1G23080	PIN7	chromosome:TAIR10:1:8180189:8183650:-1	Auxin efflux carrier component 7	87.189	0	946	89	GO:0016021;GO:0055085	IPR004776;IPR014024
GSBRNA2T00033168001	-2.399319654	0.005578112	CDY25771	BnaA07g10110D	supercontig:AST_PRJEB5043_v1:LK032180:242262:243367:1	BnaA07g10110D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0006952;GO:0009607	IPR000916;IPR023393;IPR024948
GSBRNA2T00033188001	2.587056976	5.12e-05	CDY25785	BnaA07g09970D	supercontig:AST_PRJEB5043_v1:LK032180:305782:308199:1	BnaA07g09970D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0006508	IPR000816;IPR016125
GSBRNA2T00033195001	1.723236289	0.031041847	CDY25790	BnaA07g09920D	supercontig:AST_PRJEB5043_v1:LK032180:328000:329721:1	BnaA07g09920D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003950	IPR012317;IPR022003
GSBRNA2T00033204001	4.251825726	0.001525366	CDY25799	BnaA07g09830D	supercontig:AST_PRJEB5043_v1:LK032180:357942:360085:1	Carbonic anhydrase	AT1G23730	BCA3	chromosome:TAIR10:1:8395466:8398144:1	Beta carbonic anhydrase 3	89.103	0	966	NA	GO:0004089;GO:0008270;GO:0015976	IPR001765;IPR015892
GSBRNA2T00033288001	0.971945219	0.006701101	CDY25853	BnaA05g14440D	supercontig:AST_PRJEB5043_v1:LK032181:212470:218915:-1	BnaA05g14440D protein	AT1G53430	NA	chromosome:TAIR10:1:19935163:19941088:1	Probable LRR receptor-like serine/threonine-protein kinase At1g53430	84.495	0	3042	351	GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468	IPR000719;IPR001245;IPR001611;IPR002290;IPR008271;IPR011009;IPR013320;IPR020635;IPR021720
GSBRNA2T00033313001	-0.989191748	0.023779861	CDY25868	BnaA05g14590D	supercontig:AST_PRJEB5043_v1:LK032181:360590:362881:1	Malate dehydrogenase	AT1G53240	mMDH1	chromosome:TAIR10:1:19854615:19857146:-1	Malate dehydrogenase 1, mitochondrial	90.351	0	1347	419	GO:0000166;GO:0003824;GO:0005975;GO:0006108;GO:0016491;GO:0016615;GO:0030060;GO:0044262;GO:0055114	IPR001236;IPR001252;IPR001557;IPR010097;IPR015955;IPR016040;IPR022383
GSBRNA2T00033315001	-1.331747721	0.011828615	CDY25869	BnaA05g14600D	supercontig:AST_PRJEB5043_v1:LK032181:368221:370914:-1	BnaA05g14600D protein	AT1G53210	NCL	chromosome:TAIR10:1:19844450:19847856:1	Sodium/calcium exchanger NCL	89.185	0	2189	NA	GO:0005509;GO:0016021;GO:0055085	IPR002048;IPR004837;IPR011992;IPR018247
GSBRNA2T00033330001	1.181180978	0.039833517	CDY25881	BnaA05g14720D	supercontig:AST_PRJEB5043_v1:LK032181:474074:477574:-1	BnaA05g14720D protein	AT1G53050	NA	chromosome:TAIR10:1:19771916:19775785:1	F8L10.9 protein	88.433	0	2261	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR017441;IPR020635
GSBRNA2T00033337001	1.165557564	0.032612871	CDY25885	BnaA05g14760D	supercontig:AST_PRJEB5043_v1:LK032181:531721:535221:1	BnaA05g14760D protein	AT1G31280	AGO2	chromosome:TAIR10:1:11181504:11185396:1	Protein argonaute 2	81.245	0	2078	835	GO:0003676;GO:0005515	IPR003100;IPR003165;IPR012337;IPR014811
GSBRNA2T00033377001	2.865585041	4.64e-05	CDY25903	BnaC09g32750D	supercontig:AST_PRJEB5043_v1:LK032182:261162:262324:1	Xyloglucan endotransglucosylase/hydrolase	AT5G57560	XTH22	chromosome:TAIR10:5:23307006:23308680:-1	Xyloglucan endotransglucosylase/hydrolase protein 22	89.983	0	773	NA	GO:0005618;GO:0005975;GO:0006073;GO:0016762;GO:0048046	IPR000757;IPR008263;IPR008264;IPR008985;IPR010713;IPR013320;IPR016455
GSBRNA2T00033387001	-1.385823842	0.021383402	CDY25908	BnaC09g32800D	supercontig:AST_PRJEB5043_v1:LK032182:388589:391670:1	BnaC09g32800D protein	AT5G57440	GPP2	chromosome:TAIR10:5:23271114:23273021:-1	(DL)-glycerol-3-phosphatase 2	89.004	0	833	299	GO:0016787	IPR006402;IPR023214
GSBRNA2T00033394001	2.210015023	0.001997253	CDY25913	BnaC09g32850D	supercontig:AST_PRJEB5043_v1:LK032182:428897:434992:1	Plasma membrane ATPase	AT5G57350	AHA3	chromosome:TAIR10:5:23230879:23236579:-1	Plasma membrane ATPase	88.037	0	3358	1474	GO:0000166;GO:0006200;GO:0006754;GO:0006812;GO:0016021;GO:0016887;GO:0019829;GO:0046872	IPR001757;IPR004014;IPR006534;IPR008250;IPR018303;IPR023214;IPR023298;IPR023299
GSBRNA2T00033413001	3.998599337	1.08e-12	CDY25926	BnaC09g32980D	supercontig:AST_PRJEB5043_v1:LK032182:575487:577543:-1	BnaC09g32980D protein	AT5G57220	CYP81F2	chromosome:TAIR10:5:23187840:23189902:1	Cytochrome P450 81F2	88.103	0	1103	NA	GO:0005506;GO:0009055;GO:0020037;GO:0055114	IPR001128;IPR002401;IPR017972
GSBRNA2T00033432001	-1.56982747	0.053637739	CDY25934	BnaC09g20530D	supercontig:AST_PRJEB5043_v1:LK032183:92000:92733:1	BnaC09g20530D protein	AT1G79850	RPS17	chromosome:TAIR10:1:30041243:30041952:-1	RPS17	83.149	1.67e-88	326	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR000266;IPR012340;IPR019979
GSBRNA2T00033460001	2.242517471	1.06e-05	CDY25950	BnaC09g20370D	supercontig:AST_PRJEB5043_v1:LK032183:278407:281574:-1	BnaC09g20370D protein	AT5G47720	NA	chromosome:TAIR10:5:19331626:19334427:1	AACT1	90.705	0	1663	NA	GO:0003824;GO:0008152	IPR002155;IPR016038;IPR016039;IPR020610;IPR020613;IPR020616;IPR020617
GSBRNA2T00033502001	2.375352628	0.050212155	CDY25977	BnaC09g20100D	supercontig:AST_PRJEB5043_v1:LK032183:466479:467369:-1	BnaC09g20100D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003677;GO:0003700	IPR001471;IPR016177
GSBRNA2T00033514001	2.121083941	2.44e-05	CDY25984	BnaC09g20030D	supercontig:AST_PRJEB5043_v1:LK032183:557650:559543:-1	BnaC09g20030D protein	AT5G47120	BI-1	chromosome:TAIR10:5:19135952:19138025:1	Bax inhibitor 1	88.441	0	898	602	GO:0016021;GO:0043066	IPR006213;IPR006214
GSBRNA2T00033546001	1.293600272	0.031795458	CDY26009	BnaC06g06150D	supercontig:AST_PRJEB5043_v1:LK032184:191275:193209:-1	BnaC06g06150D protein	AT1G53110	PPI4	chromosome:TAIR10:1:19790142:19792589:1	Proton pump-interactor 4	85.294	4.73e-103	375	NA	NA	NA
GSBRNA2T00033566001	3.731025147	4.11e-08	CDY26025	BnaC06g05990D	supercontig:AST_PRJEB5043_v1:LK032184:328246:329551:1	BnaC06g05990D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR024286
GSBRNA2T00033572001	3.225686103	0.049392416	CDY26031	BnaC06g05930D	supercontig:AST_PRJEB5043_v1:LK032184:368834:369737:1	BnaC06g05930D protein	AT1G52890	NAC019	chromosome:TAIR10:1:19696923:19698482:-1	NAC domain-containing protein 19	90.444	4.39e-169	593	NA	GO:0003677	IPR003441
